Model	PRAUC
agront	0.729027002146939
cnn-lstm	0.674137556392906
pcv2-l24-d0768	0.7156685775245238
pcv2-l48-d1024	0.734936784047227
pcv2-l48-d1536	0.7488687856046479
sup_pcv2-l24-d0768	0.5965608003079131
