Model	PRAUC
agront-checkpoints-lr-1e-4	0.5554892455092977
agront-checkpoints-lr-1e-4	0.5090485390037818
agront-checkpoints-lr-1e-4	0.5803261625311134
agront-checkpoints-lr-1e-4	0.5840063425321137
agront-checkpoints-lr-1e-4	0.5300358409465893
agront-checkpoints-lr-1e-4	0.4523707616307269
agront-checkpoints-lr-1e-4	0.5781149437111748
agront-checkpoints-lr-1e-4	0.512995399568964
agront-checkpoints-lr-1e-4	0.5839831359914921
agront-checkpoints-lr-1e-4	0.5661847138644852
agront-checkpoints-lr-1e-4	0.5809860021160576
agront-checkpoints-lr-1e-4	0.44293461527954403
agront-checkpoints-lr-1e-4	0.5628736390994669
agront-checkpoints-lr-1e-4	0.5249345910936207
agront-checkpoints-lr-1e-4	0.4972357040960352
agront-checkpoints-lr-1e-4	0.5213844811509687
agront-checkpoints-lr-1e-4	0.5729182941278079
agront-checkpoints-lr-1e-4	0.5783581475733697
agront-checkpoints-lr-1e-4	0.5614134221157794
agront-checkpoints-lr-1e-4	0.5644738748110492
agront-checkpoints-lr-1e-4	0.5492593471307562
agront-checkpoints-lr-1e-4	0.5631693021156218
agront-checkpoints-lr-1e-4	0.554569487791194
agront-checkpoints-lr-1e-4	0.5699442774773296
agront-checkpoints-lr-1e-4	0.5435776487872872
agront-checkpoints-lr-1e-4	0.5420335708207635
agront-checkpoints-lr-1e-4	0.5524674218508994
agront-checkpoints-lr-1e-4	0.5180363777164583
agront-checkpoints-lr-1e-4	0.5820367240110584
agront-checkpoints-lr-1e-4	0.5674297492693907
agront-checkpoints-lr-1e-4	0.5656601998097436
agront-checkpoints-lr-1e-4	0.4395405423227716
agront-checkpoints-lr-1e-4	0.315130066803635
agront-checkpoints-lr-1e-4	0.482199653297116
agront-checkpoints-lr-1e-4	0.5612950778357595
agront-checkpoints-lr-1e-4	0.5738929816425895
agront-checkpoints-lr-1e-4	0.4586999871938984
agront-checkpoints-lr-1e-4	0.5426882443758752
agront-checkpoints-lr-1e-4	0.5497783364473285
agront-checkpoints-lr-1e-4	0.5811571057744925
agront-checkpoints-lr-1e-4	0.5851868824795833
agront-checkpoints-lr-1e-4	0.4599471722255361
agront-checkpoints-lr-1e-4	0.5402923982914837
agront-checkpoints-lr-1e-4	0.5109314024250088
agront-checkpoints-lr-1e-4	0.48811733135299984
agront-checkpoints-lr-1e-4	0.5384272716177452
agront-checkpoints-lr-1e-4	0.3766520934075589
agront-checkpoints-lr-1e-4	0.547778107029453
agront-checkpoints-lr-1e-4	0.4972215395738815
agront-checkpoints-lr-1e-4	0.5338365134399312
agront-checkpoints-lr-1e-4	0.5471982671015182
agront-checkpoints-lr-1e-4	0.5629876585474911
agront-checkpoints-lr-1e-4	0.5361610300265418
agront-checkpoints-lr-1e-4	0.5120901915724254
agront-checkpoints-lr-1e-4	0.5843962121142746
agront-checkpoints-lr-1e-4	0.5734240637401002
agront-checkpoints-lr-1e-4	0.4514013705333004
agront-checkpoints-lr-1e-4	0.39782693501394567
agront-checkpoints-lr-1e-4	0.4978401568630568
agront-checkpoints-lr-1e-4	0.4431277559090416
agront-checkpoints-lr-1e-4	0.5620689339692536
agront-checkpoints-lr-1e-4	0.568791218213865
agront-checkpoints-lr-1e-4	0.4984058418542257
agront-checkpoints-lr-1e-4	0.5223790052759756
agront-checkpoints-lr-1e-4	0.5604976459856874
agront-checkpoints-lr-1e-4	0.3905348033365908
agront-checkpoints-lr-1e-4	0.5544100812508929
agront-checkpoints-lr-1e-4	0.38834773881221474
agront-checkpoints-lr-1e-4	0.27243222306835346
agront-checkpoints-lr-1e-4	0.43726046089106724
agront-checkpoints-lr-1e-4	0.5101367429559617
agront-checkpoints-lr-1e-4	0.5635818437175992
agront-checkpoints-lr-1e-4	0.5832468605083334
agront-checkpoints-lr-1e-4	0.5639594534047635
agront-checkpoints-lr-1e-4	0.5855101550701165
agront-checkpoints-lr-1e-4	0.5161694530059777
agront-checkpoints-lr-1e-4	0.5580444954751314
agront-checkpoints-lr-1e-4	0.5438029432363495
agront-checkpoints-lr-1e-4	0.48358474520292805
agront-checkpoints-lr-1e-4	0.4781448781438376
agront-checkpoints-lr-1e-4	0.5876004792901237
agront-checkpoints-lr-1e-4	0.5596160048881543
agront-checkpoints-lr-1e-4	0.5247697264513929
agront-checkpoints-lr-1e-4	0.44246800804387354
agront-checkpoints-lr-1e-4	0.5170000360436581
agront-checkpoints-lr-1e-4	0.5046271277691855
agront-checkpoints-lr-1e-4	0.5354647143848076
agront-checkpoints-lr-1e-4	0.5646733134616418
agront-checkpoints-lr-1e-4	0.497816661221748
agront-checkpoints-lr-1e-4	0.5626562641751485
agront-checkpoints-lr-1e-4	0.41025714002080127
agront-checkpoints-lr-1e-4	0.5632323088068969
cnn-lstm-imbalance-lr-1e-3	0.4786273249772631
cnn-lstm-imbalance-lr-1e-3	0.4391657934853639
cnn-lstm-imbalance-lr-1e-3	0.5056657077189375
cnn-lstm-imbalance-lr-1e-3	0.5085953747225684
cnn-lstm-imbalance-lr-1e-3	0.45918422667908226
cnn-lstm-imbalance-lr-1e-3	0.39358553739442237
cnn-lstm-imbalance-lr-1e-3	0.5043722710231364
cnn-lstm-imbalance-lr-1e-3	0.4462130115175418
cnn-lstm-imbalance-lr-1e-3	0.5055725056115471
cnn-lstm-imbalance-lr-1e-3	0.48506421142386036
cnn-lstm-imbalance-lr-1e-3	0.50067651926253
cnn-lstm-imbalance-lr-1e-3	0.3876320763533242
cnn-lstm-imbalance-lr-1e-3	0.4838065971774146
cnn-lstm-imbalance-lr-1e-3	0.4525247528259958
cnn-lstm-imbalance-lr-1e-3	0.42573291648683864
cnn-lstm-imbalance-lr-1e-3	0.4489220017831661
cnn-lstm-imbalance-lr-1e-3	0.49575433085072695
cnn-lstm-imbalance-lr-1e-3	0.4997567075486598
cnn-lstm-imbalance-lr-1e-3	0.48646617578335055
cnn-lstm-imbalance-lr-1e-3	0.490127600608128
cnn-lstm-imbalance-lr-1e-3	0.47303686062490136
cnn-lstm-imbalance-lr-1e-3	0.48590375578634953
cnn-lstm-imbalance-lr-1e-3	0.474865711297341
cnn-lstm-imbalance-lr-1e-3	0.4966621508732765
cnn-lstm-imbalance-lr-1e-3	0.47220797313759516
cnn-lstm-imbalance-lr-1e-3	0.4697015357815454
cnn-lstm-imbalance-lr-1e-3	0.47868733926431417
cnn-lstm-imbalance-lr-1e-3	0.44861837206706184
cnn-lstm-imbalance-lr-1e-3	0.5026440799409952
cnn-lstm-imbalance-lr-1e-3	0.489432579461108
cnn-lstm-imbalance-lr-1e-3	0.48662387136132557
cnn-lstm-imbalance-lr-1e-3	0.3896830621376129
cnn-lstm-imbalance-lr-1e-3	0.27642361984701513
cnn-lstm-imbalance-lr-1e-3	0.4157144695770842
cnn-lstm-imbalance-lr-1e-3	0.491484342679296
cnn-lstm-imbalance-lr-1e-3	0.500464011661554
cnn-lstm-imbalance-lr-1e-3	0.39951256589501594
cnn-lstm-imbalance-lr-1e-3	0.47549633510089734
cnn-lstm-imbalance-lr-1e-3	0.4775634635503766
cnn-lstm-imbalance-lr-1e-3	0.5094294815033441
cnn-lstm-imbalance-lr-1e-3	0.5095682112891704
cnn-lstm-imbalance-lr-1e-3	0.407503387279451
cnn-lstm-imbalance-lr-1e-3	0.4711178672390749
cnn-lstm-imbalance-lr-1e-3	0.44877702470248837
cnn-lstm-imbalance-lr-1e-3	0.4291137487678765
cnn-lstm-imbalance-lr-1e-3	0.4737221540961952
cnn-lstm-imbalance-lr-1e-3	0.33328615232042813
cnn-lstm-imbalance-lr-1e-3	0.4795749516331842
cnn-lstm-imbalance-lr-1e-3	0.44208699543544333
cnn-lstm-imbalance-lr-1e-3	0.47063878224299704
cnn-lstm-imbalance-lr-1e-3	0.4772512650279738
cnn-lstm-imbalance-lr-1e-3	0.4967762257527274
cnn-lstm-imbalance-lr-1e-3	0.46888131866807364
cnn-lstm-imbalance-lr-1e-3	0.4495511456461655
cnn-lstm-imbalance-lr-1e-3	0.5081040783226619
cnn-lstm-imbalance-lr-1e-3	0.5065926252124138
cnn-lstm-imbalance-lr-1e-3	0.397598352572936
cnn-lstm-imbalance-lr-1e-3	0.3447195010919914
cnn-lstm-imbalance-lr-1e-3	0.4439576832237952
cnn-lstm-imbalance-lr-1e-3	0.3924577188563555
cnn-lstm-imbalance-lr-1e-3	0.4974999100403569
cnn-lstm-imbalance-lr-1e-3	0.5052685954441454
cnn-lstm-imbalance-lr-1e-3	0.44080030951282384
cnn-lstm-imbalance-lr-1e-3	0.4579764995648827
cnn-lstm-imbalance-lr-1e-3	0.49683108851864466
cnn-lstm-imbalance-lr-1e-3	0.35314483272475583
cnn-lstm-imbalance-lr-1e-3	0.48979000388654564
cnn-lstm-imbalance-lr-1e-3	0.3471515582593684
cnn-lstm-imbalance-lr-1e-3	0.24046679996566644
cnn-lstm-imbalance-lr-1e-3	0.3967161274808878
cnn-lstm-imbalance-lr-1e-3	0.45476167587771343
cnn-lstm-imbalance-lr-1e-3	0.49298504378490804
cnn-lstm-imbalance-lr-1e-3	0.5092519634173875
cnn-lstm-imbalance-lr-1e-3	0.4851600124232192
cnn-lstm-imbalance-lr-1e-3	0.5112206261532299
cnn-lstm-imbalance-lr-1e-3	0.44848794993524843
cnn-lstm-imbalance-lr-1e-3	0.48264469549337013
cnn-lstm-imbalance-lr-1e-3	0.4761665691899355
cnn-lstm-imbalance-lr-1e-3	0.4173920637917321
cnn-lstm-imbalance-lr-1e-3	0.41863018488551706
cnn-lstm-imbalance-lr-1e-3	0.5115379459081408
cnn-lstm-imbalance-lr-1e-3	0.48651579900945807
cnn-lstm-imbalance-lr-1e-3	0.4579428090411867
cnn-lstm-imbalance-lr-1e-3	0.3831538774411174
cnn-lstm-imbalance-lr-1e-3	0.44576846067347853
cnn-lstm-imbalance-lr-1e-3	0.44184590646997535
cnn-lstm-imbalance-lr-1e-3	0.473316740374468
cnn-lstm-imbalance-lr-1e-3	0.49136921260781047
cnn-lstm-imbalance-lr-1e-3	0.4279684635967963
cnn-lstm-imbalance-lr-1e-3	0.4875104944366294
cnn-lstm-imbalance-lr-1e-3	0.35410378406287635
cnn-lstm-imbalance-lr-1e-3	0.4882870173649459
pcv2-l24-d0768-checkpoints-lr-1e-4	0.5810277911190798
pcv2-l24-d0768-checkpoints-lr-1e-4	0.5274828832444312
pcv2-l24-d0768-checkpoints-lr-1e-4	0.6056687341595697
pcv2-l24-d0768-checkpoints-lr-1e-4	0.6104796046593357
pcv2-l24-d0768-checkpoints-lr-1e-4	0.5523574807094611
pcv2-l24-d0768-checkpoints-lr-1e-4	0.47458223582951914
pcv2-l24-d0768-checkpoints-lr-1e-4	0.6041361870504478
pcv2-l24-d0768-checkpoints-lr-1e-4	0.537897297781375
pcv2-l24-d0768-checkpoints-lr-1e-4	0.611795781881159
pcv2-l24-d0768-checkpoints-lr-1e-4	0.589428384895655
pcv2-l24-d0768-checkpoints-lr-1e-4	0.6082367501461821
pcv2-l24-d0768-checkpoints-lr-1e-4	0.4678558402878458
pcv2-l24-d0768-checkpoints-lr-1e-4	0.5897235757818793
pcv2-l24-d0768-checkpoints-lr-1e-4	0.548927509406185
pcv2-l24-d0768-checkpoints-lr-1e-4	0.519582413795608
pcv2-l24-d0768-checkpoints-lr-1e-4	0.5421563324179859
pcv2-l24-d0768-checkpoints-lr-1e-4	0.6006880248625548
pcv2-l24-d0768-checkpoints-lr-1e-4	0.6058767935088951
pcv2-l24-d0768-checkpoints-lr-1e-4	0.5860387591964695
pcv2-l24-d0768-checkpoints-lr-1e-4	0.5890169434813814
pcv2-l24-d0768-checkpoints-lr-1e-4	0.574570464001158
pcv2-l24-d0768-checkpoints-lr-1e-4	0.5856123628809986
pcv2-l24-d0768-checkpoints-lr-1e-4	0.5804982745417346
pcv2-l24-d0768-checkpoints-lr-1e-4	0.5972535178367522
pcv2-l24-d0768-checkpoints-lr-1e-4	0.5716027957485379
pcv2-l24-d0768-checkpoints-lr-1e-4	0.5694392507191959
pcv2-l24-d0768-checkpoints-lr-1e-4	0.5766838329038635
pcv2-l24-d0768-checkpoints-lr-1e-4	0.5416670059598392
pcv2-l24-d0768-checkpoints-lr-1e-4	0.6102651990434653
pcv2-l24-d0768-checkpoints-lr-1e-4	0.593248417330517
pcv2-l24-d0768-checkpoints-lr-1e-4	0.5913568630078823
pcv2-l24-d0768-checkpoints-lr-1e-4	0.45328265894434294
pcv2-l24-d0768-checkpoints-lr-1e-4	0.3305918018256515
pcv2-l24-d0768-checkpoints-lr-1e-4	0.49747816736004036
pcv2-l24-d0768-checkpoints-lr-1e-4	0.5785258399120591
pcv2-l24-d0768-checkpoints-lr-1e-4	0.5950449279286626
pcv2-l24-d0768-checkpoints-lr-1e-4	0.477936026905678
pcv2-l24-d0768-checkpoints-lr-1e-4	0.5627254415257903
pcv2-l24-d0768-checkpoints-lr-1e-4	0.5697404255112584
pcv2-l24-d0768-checkpoints-lr-1e-4	0.6029318806161225
pcv2-l24-d0768-checkpoints-lr-1e-4	0.6078994989263748
pcv2-l24-d0768-checkpoints-lr-1e-4	0.47576568957221255
pcv2-l24-d0768-checkpoints-lr-1e-4	0.5622862713532499
pcv2-l24-d0768-checkpoints-lr-1e-4	0.5332448165317725
pcv2-l24-d0768-checkpoints-lr-1e-4	0.512442154047949
pcv2-l24-d0768-checkpoints-lr-1e-4	0.5618025830512172
pcv2-l24-d0768-checkpoints-lr-1e-4	0.39161706827553966
pcv2-l24-d0768-checkpoints-lr-1e-4	0.5708898195083437
pcv2-l24-d0768-checkpoints-lr-1e-4	0.5142102698040193
pcv2-l24-d0768-checkpoints-lr-1e-4	0.5603537036759143
pcv2-l24-d0768-checkpoints-lr-1e-4	0.5674310593124299
pcv2-l24-d0768-checkpoints-lr-1e-4	0.5853164197680385
pcv2-l24-d0768-checkpoints-lr-1e-4	0.5663242017601269
pcv2-l24-d0768-checkpoints-lr-1e-4	0.5353486069556173
pcv2-l24-d0768-checkpoints-lr-1e-4	0.6142108080423316
pcv2-l24-d0768-checkpoints-lr-1e-4	0.607073921828213
pcv2-l24-d0768-checkpoints-lr-1e-4	0.4743810652134991
pcv2-l24-d0768-checkpoints-lr-1e-4	0.4162780147602586
pcv2-l24-d0768-checkpoints-lr-1e-4	0.5188755018351536
pcv2-l24-d0768-checkpoints-lr-1e-4	0.461849386678434
pcv2-l24-d0768-checkpoints-lr-1e-4	0.5840614085692437
pcv2-l24-d0768-checkpoints-lr-1e-4	0.5915323462706261
pcv2-l24-d0768-checkpoints-lr-1e-4	0.5224547599350922
pcv2-l24-d0768-checkpoints-lr-1e-4	0.5465197693793
pcv2-l24-d0768-checkpoints-lr-1e-4	0.5859797845063475
pcv2-l24-d0768-checkpoints-lr-1e-4	0.4077904496943937
pcv2-l24-d0768-checkpoints-lr-1e-4	0.5779520089405831
pcv2-l24-d0768-checkpoints-lr-1e-4	0.3976279964391544
pcv2-l24-d0768-checkpoints-lr-1e-4	0.27989425048222283
pcv2-l24-d0768-checkpoints-lr-1e-4	0.4518280097450785
pcv2-l24-d0768-checkpoints-lr-1e-4	0.525761364450859
pcv2-l24-d0768-checkpoints-lr-1e-4	0.5912745944158827
pcv2-l24-d0768-checkpoints-lr-1e-4	0.6116703446595306
pcv2-l24-d0768-checkpoints-lr-1e-4	0.5920763000517841
pcv2-l24-d0768-checkpoints-lr-1e-4	0.6145547330514096
pcv2-l24-d0768-checkpoints-lr-1e-4	0.5398877187529012
pcv2-l24-d0768-checkpoints-lr-1e-4	0.5823015271296972
pcv2-l24-d0768-checkpoints-lr-1e-4	0.5736825926100885
pcv2-l24-d0768-checkpoints-lr-1e-4	0.5078451788096052
pcv2-l24-d0768-checkpoints-lr-1e-4	0.49909317662259867
pcv2-l24-d0768-checkpoints-lr-1e-4	0.6164684104131101
pcv2-l24-d0768-checkpoints-lr-1e-4	0.5855216189652238
pcv2-l24-d0768-checkpoints-lr-1e-4	0.5476398876185881
pcv2-l24-d0768-checkpoints-lr-1e-4	0.4586542271754718
pcv2-l24-d0768-checkpoints-lr-1e-4	0.5379745422419527
pcv2-l24-d0768-checkpoints-lr-1e-4	0.525359068405431
pcv2-l24-d0768-checkpoints-lr-1e-4	0.5550063037519928
pcv2-l24-d0768-checkpoints-lr-1e-4	0.5889505500011842
pcv2-l24-d0768-checkpoints-lr-1e-4	0.5133620871982816
pcv2-l24-d0768-checkpoints-lr-1e-4	0.5850746728342999
pcv2-l24-d0768-checkpoints-lr-1e-4	0.42859482446676705
pcv2-l24-d0768-checkpoints-lr-1e-4	0.5890811438971638
pcv2-l48-d1024-checkpoints-lr-1e-4	0.6063778512430282
pcv2-l48-d1024-checkpoints-lr-1e-4	0.5498389043621279
pcv2-l48-d1024-checkpoints-lr-1e-4	0.6305092983962797
pcv2-l48-d1024-checkpoints-lr-1e-4	0.6347489477853726
pcv2-l48-d1024-checkpoints-lr-1e-4	0.5792691896962102
pcv2-l48-d1024-checkpoints-lr-1e-4	0.49745489200638227
pcv2-l48-d1024-checkpoints-lr-1e-4	0.6309127352234235
pcv2-l48-d1024-checkpoints-lr-1e-4	0.563677866801671
pcv2-l48-d1024-checkpoints-lr-1e-4	0.6424074885314577
pcv2-l48-d1024-checkpoints-lr-1e-4	0.6181634674493603
pcv2-l48-d1024-checkpoints-lr-1e-4	0.6350664063404952
pcv2-l48-d1024-checkpoints-lr-1e-4	0.4872780441127088
pcv2-l48-d1024-checkpoints-lr-1e-4	0.6210645840438656
pcv2-l48-d1024-checkpoints-lr-1e-4	0.5758363819547778
pcv2-l48-d1024-checkpoints-lr-1e-4	0.539795129309522
pcv2-l48-d1024-checkpoints-lr-1e-4	0.5747135642944947
pcv2-l48-d1024-checkpoints-lr-1e-4	0.6305328089312146
pcv2-l48-d1024-checkpoints-lr-1e-4	0.6349524145444256
pcv2-l48-d1024-checkpoints-lr-1e-4	0.6142133955543223
pcv2-l48-d1024-checkpoints-lr-1e-4	0.6175070978354941
pcv2-l48-d1024-checkpoints-lr-1e-4	0.6059350376952213
pcv2-l48-d1024-checkpoints-lr-1e-4	0.615756520255741
pcv2-l48-d1024-checkpoints-lr-1e-4	0.6118572879772431
pcv2-l48-d1024-checkpoints-lr-1e-4	0.6298302054546155
pcv2-l48-d1024-checkpoints-lr-1e-4	0.6021780759513092
pcv2-l48-d1024-checkpoints-lr-1e-4	0.5963356869708613
pcv2-l48-d1024-checkpoints-lr-1e-4	0.6086827247369168
pcv2-l48-d1024-checkpoints-lr-1e-4	0.5664622162124349
pcv2-l48-d1024-checkpoints-lr-1e-4	0.639116372949268
pcv2-l48-d1024-checkpoints-lr-1e-4	0.6212285776730007
pcv2-l48-d1024-checkpoints-lr-1e-4	0.6174542219798634
pcv2-l48-d1024-checkpoints-lr-1e-4	0.4751335335344796
pcv2-l48-d1024-checkpoints-lr-1e-4	0.3490101277036026
pcv2-l48-d1024-checkpoints-lr-1e-4	0.5180204188022299
pcv2-l48-d1024-checkpoints-lr-1e-4	0.6027482707006415
pcv2-l48-d1024-checkpoints-lr-1e-4	0.6194892363821082
pcv2-l48-d1024-checkpoints-lr-1e-4	0.4945180867126218
pcv2-l48-d1024-checkpoints-lr-1e-4	0.5858737016052559
pcv2-l48-d1024-checkpoints-lr-1e-4	0.5916164485225661
pcv2-l48-d1024-checkpoints-lr-1e-4	0.6264562243774903
pcv2-l48-d1024-checkpoints-lr-1e-4	0.6304150055329433
pcv2-l48-d1024-checkpoints-lr-1e-4	0.4975796804349649
pcv2-l48-d1024-checkpoints-lr-1e-4	0.5862334735352295
pcv2-l48-d1024-checkpoints-lr-1e-4	0.5558490484660559
pcv2-l48-d1024-checkpoints-lr-1e-4	0.5343373770523605
pcv2-l48-d1024-checkpoints-lr-1e-4	0.5885521047538025
pcv2-l48-d1024-checkpoints-lr-1e-4	0.412831682930951
pcv2-l48-d1024-checkpoints-lr-1e-4	0.5959319548237673
pcv2-l48-d1024-checkpoints-lr-1e-4	0.534848668291754
pcv2-l48-d1024-checkpoints-lr-1e-4	0.5832591390389519
pcv2-l48-d1024-checkpoints-lr-1e-4	0.5902332598942716
pcv2-l48-d1024-checkpoints-lr-1e-4	0.6118487584886793
pcv2-l48-d1024-checkpoints-lr-1e-4	0.5854844419037408
pcv2-l48-d1024-checkpoints-lr-1e-4	0.5560401645488318
pcv2-l48-d1024-checkpoints-lr-1e-4	0.63523612146871
pcv2-l48-d1024-checkpoints-lr-1e-4	0.6306056986221935
pcv2-l48-d1024-checkpoints-lr-1e-4	0.4953255853639606
pcv2-l48-d1024-checkpoints-lr-1e-4	0.4349588343231403
pcv2-l48-d1024-checkpoints-lr-1e-4	0.543941262348909
pcv2-l48-d1024-checkpoints-lr-1e-4	0.4816127261335372
pcv2-l48-d1024-checkpoints-lr-1e-4	0.6092875521795034
pcv2-l48-d1024-checkpoints-lr-1e-4	0.6157192727070835
pcv2-l48-d1024-checkpoints-lr-1e-4	0.5460504886839729
pcv2-l48-d1024-checkpoints-lr-1e-4	0.5672455131978856
pcv2-l48-d1024-checkpoints-lr-1e-4	0.61036641526195
pcv2-l48-d1024-checkpoints-lr-1e-4	0.4285220131627739
pcv2-l48-d1024-checkpoints-lr-1e-4	0.6034597278139002
pcv2-l48-d1024-checkpoints-lr-1e-4	0.41999586581780807
pcv2-l48-d1024-checkpoints-lr-1e-4	0.2931916031198753
pcv2-l48-d1024-checkpoints-lr-1e-4	0.4784083971963039
pcv2-l48-d1024-checkpoints-lr-1e-4	0.5488120588976992
pcv2-l48-d1024-checkpoints-lr-1e-4	0.6187648071427575
pcv2-l48-d1024-checkpoints-lr-1e-4	0.6402577565318578
pcv2-l48-d1024-checkpoints-lr-1e-4	0.6225855700306631
pcv2-l48-d1024-checkpoints-lr-1e-4	0.6438588580333214
pcv2-l48-d1024-checkpoints-lr-1e-4	0.5660842961539794
pcv2-l48-d1024-checkpoints-lr-1e-4	0.611452119065518
pcv2-l48-d1024-checkpoints-lr-1e-4	0.6031393620240004
pcv2-l48-d1024-checkpoints-lr-1e-4	0.5334103134942423
pcv2-l48-d1024-checkpoints-lr-1e-4	0.5282057853940159
pcv2-l48-d1024-checkpoints-lr-1e-4	0.6451590880856708
pcv2-l48-d1024-checkpoints-lr-1e-4	0.6102203134038001
pcv2-l48-d1024-checkpoints-lr-1e-4	0.5771845392756927
pcv2-l48-d1024-checkpoints-lr-1e-4	0.4819374391765746
pcv2-l48-d1024-checkpoints-lr-1e-4	0.5649642046564611
pcv2-l48-d1024-checkpoints-lr-1e-4	0.547930400604385
pcv2-l48-d1024-checkpoints-lr-1e-4	0.5810921296324523
pcv2-l48-d1024-checkpoints-lr-1e-4	0.6185043474345828
pcv2-l48-d1024-checkpoints-lr-1e-4	0.5365943310328063
pcv2-l48-d1024-checkpoints-lr-1e-4	0.6132490734403846
pcv2-l48-d1024-checkpoints-lr-1e-4	0.45142277860742497
pcv2-l48-d1024-checkpoints-lr-1e-4	0.6169948096756896
pcv2-l48-d1536-checkpoints-lr-1e-4	0.6171088212938173
pcv2-l48-d1536-checkpoints-lr-1e-4	0.5620766931399104
pcv2-l48-d1536-checkpoints-lr-1e-4	0.6430787125758387
pcv2-l48-d1536-checkpoints-lr-1e-4	0.648002657996952
pcv2-l48-d1536-checkpoints-lr-1e-4	0.5920330117049508
pcv2-l48-d1536-checkpoints-lr-1e-4	0.5085700629516106
pcv2-l48-d1536-checkpoints-lr-1e-4	0.6422503833224018
pcv2-l48-d1536-checkpoints-lr-1e-4	0.5773293333529786
pcv2-l48-d1536-checkpoints-lr-1e-4	0.6629879686642856
pcv2-l48-d1536-checkpoints-lr-1e-4	0.6350711562055107
pcv2-l48-d1536-checkpoints-lr-1e-4	0.6512948106573246
pcv2-l48-d1536-checkpoints-lr-1e-4	0.49755064276425187
pcv2-l48-d1536-checkpoints-lr-1e-4	0.6430648929871329
pcv2-l48-d1536-checkpoints-lr-1e-4	0.5917741921858386
pcv2-l48-d1536-checkpoints-lr-1e-4	0.5536204513101105
pcv2-l48-d1536-checkpoints-lr-1e-4	0.5948982512447856
pcv2-l48-d1536-checkpoints-lr-1e-4	0.6533607945033036
pcv2-l48-d1536-checkpoints-lr-1e-4	0.6560533451042779
pcv2-l48-d1536-checkpoints-lr-1e-4	0.6304976331347903
pcv2-l48-d1536-checkpoints-lr-1e-4	0.6317809120459845
pcv2-l48-d1536-checkpoints-lr-1e-4	0.6234368824663379
pcv2-l48-d1536-checkpoints-lr-1e-4	0.6268087111655025
pcv2-l48-d1536-checkpoints-lr-1e-4	0.625624995859676
pcv2-l48-d1536-checkpoints-lr-1e-4	0.6469701480479014
pcv2-l48-d1536-checkpoints-lr-1e-4	0.6197159031270101
pcv2-l48-d1536-checkpoints-lr-1e-4	0.6097820719839769
pcv2-l48-d1536-checkpoints-lr-1e-4	0.6211985634723618
pcv2-l48-d1536-checkpoints-lr-1e-4	0.5844526480677743
pcv2-l48-d1536-checkpoints-lr-1e-4	0.6579796134486285
pcv2-l48-d1536-checkpoints-lr-1e-4	0.6326031403109531
pcv2-l48-d1536-checkpoints-lr-1e-4	0.6383947126893297
pcv2-l48-d1536-checkpoints-lr-1e-4	0.4841372987882684
pcv2-l48-d1536-checkpoints-lr-1e-4	0.3607657560966081
pcv2-l48-d1536-checkpoints-lr-1e-4	0.5323303000049782
pcv2-l48-d1536-checkpoints-lr-1e-4	0.6167582386742588
pcv2-l48-d1536-checkpoints-lr-1e-4	0.6357932798073688
