model	orthogroup	scc	count
cnn_lstm	3IGR1	-0.21823436666089727	26.0
cnn_lstm	3IGR3	0.17695557535054093	26.0
cnn_lstm	3IGR4	-0.04778428908478479	25.0
cnn_lstm	3IGR5	-0.34060081679843673	26.0
cnn_lstm	3IGR7	-0.1816085155477497	52.0
cnn_lstm	3IGR8	-0.40679519824288973	25.0
cnn_lstm	3IGR9	0.39493338219776464	65.0
cnn_lstm	3IGRA	0.832683495131068	53.0
cnn_lstm	3IGRB	0.12358792827158652	26.0
cnn_lstm	3IGRC	0.4036804613204368	26.0
cnn_lstm	3IGRD	0.15413625570528375	26.0
cnn_lstm	3IGRG	-0.15291845192214176	282.0
cnn_lstm	3IGRJ	0.34836956402257496	32.0
cnn_lstm	3IGRK	-0.4425637792873202	26.0
cnn_lstm	3IGRM	0.18153846153846154	26.0
cnn_lstm	3IGRP	0.4022358979686089	26.0
cnn_lstm	3IGRQ	0.6416512951334014	54.0
cnn_lstm	3IGRR	0.6224784277110031	52.0
cnn_lstm	3IGRT	0.32156703396225683	26.0
cnn_lstm	3IGRV	0.831878330441374	69.0
cnn_lstm	3IGRW	0.36782777176178644	71.0
cnn_lstm	3IGRX	0.09989738910456787	26.0
cnn_lstm	3IGRY	-0.530943879914517	26.0
cnn_lstm	3IGRZ	-0.12610687610777363	27.0
cnn_lstm	3IGS0	0.8707626971955398	59.0
cnn_lstm	3IGS1	0.2917735974955363	26.0
cnn_lstm	3IGS2	0.4418094366003897	53.0
cnn_lstm	3IGS3	-0.28281603114551884	51.0
cnn_lstm	3IGS6	0.11054078379103065	26.0
cnn_lstm	3IGS7	0.0727026782447959	26.0
cnn_lstm	3IGS8	0.7220537026327174	86.0
cnn_lstm	3IGSA	0.3842126080047603	52.0
cnn_lstm	3IGSB	-0.04141670834973657	52.0
cnn_lstm	3IGSC	0.24316334810386878	29.0
cnn_lstm	3IGSD	0.014596371057028002	100.0
cnn_lstm	3IGSE	0.02514526449555969	56.0
cnn_lstm	3IGSF	-0.047792971681343756	78.0
cnn_lstm	3IGSH	-0.49206736638088583	22.0
cnn_lstm	3IGSI	0.30063381005293277	26.0
cnn_lstm	3IGSJ	0.09224501934326826	51.0
cnn_lstm	3IGSM	-0.016752136752136753	26.0
cnn_lstm	3IGSN	0.6216705825877032	118.0
cnn_lstm	3IGSP	0.22659950461182296	27.0
cnn_lstm	3IGSQ	0.12194653043429185	25.0
cnn_lstm	3IGSR	0.4131230008187595	26.0
cnn_lstm	3IGSS	-0.07099704305592602	96.0
cnn_lstm	3IGST	0.7796562460071278	51.0
cnn_lstm	3IGSU	-0.15230219923694885	43.0
cnn_lstm	3IGSV	0.13776854376789852	26.0
cnn_lstm	3IGSW	0.017882815432144324	27.0
cnn_lstm	3IGSX	0.20428516515278553	26.0
cnn_lstm	3IGT5	-0.1487068961410156	26.0
cnn_lstm	3IGT6	0.19059031780884741	26.0
cnn_lstm	3IGT7	0.027807868336767183	21.0
cnn_lstm	3IGT8	0.13040969658430582	25.0
cnn_lstm	3IGT9	-0.1602031960328744	54.0
cnn_lstm	3IGTB	0.6957293634835081	52.0
cnn_lstm	3IGTC	-0.08940857577572589	26.0
cnn_lstm	3IGTD	0.18056234363913484	67.0
cnn_lstm	3IGTE	-0.2042542691263981	41.0
cnn_lstm	3IGTF	0.015155899549213758	47.0
cnn_lstm	3IGTG	-0.3215457334614861	44.0
cnn_lstm	3IGTH	-0.14291972916375645	24.0
cnn_lstm	3IGTI	-0.11985008698541019	50.0
cnn_lstm	3IGTJ	-0.10905982905982906	26.0
cnn_lstm	3IGTK	0.42978266269474746	50.0
cnn_lstm	3IGTM	0.3369688224022662	51.0
cnn_lstm	3IGTP	-0.47727567085211126	72.0
cnn_lstm	3IGTQ	0.06745448310469505	26.0
cnn_lstm	3IGTR	0.19988092058583	31.0
cnn_lstm	3IGTT	0.4013170411343575	22.0
cnn_lstm	3IGTU	-0.025138398339293246	26.0
cnn_lstm	3IGTV	0.8029985003198742	83.0
cnn_lstm	3IGTW	0.42724894185980433	92.0
cnn_lstm	3IGTX	-0.1904381968337478	1112.0
cnn_lstm	3IGTY	0.18920315571733531	23.0
cnn_lstm	3IGU0	-0.06302910877381358	26.0
cnn_lstm	3IGU1	0.04752484565217575	23.0
cnn_lstm	3IGU2	0.23146713201449892	25.0
cnn_lstm	3IGU4	-0.2828524985625365	52.0
cnn_lstm	3IGU5	-0.2900590678154429	51.0
cnn_lstm	3IGU6	0.32636700445301686	36.0
cnn_lstm	3IGU7	-0.20625964746753622	26.0
cnn_lstm	3IGU8	0.2473993031647729	25.0
cnn_lstm	3IGUA	0.2190481724492823	27.0
cnn_lstm	3IGUB		26.0
cnn_lstm	3IGUD	0.02366750091919087	25.0
cnn_lstm	3IGUE	0.6028280122598915	51.0
cnn_lstm	3IGUF	0.629116838643394	110.0
cnn_lstm	3IGUG	0.8496102700856778	51.0
cnn_lstm	3IGUH	0.8595178252043715	72.0
cnn_lstm	3IGUI	0.2853395902000878	39.0
cnn_lstm	3IGUJ	0.5150692482607341	26.0
cnn_lstm	3IGUM	-0.7013071474283761	52.0
cnn_lstm	3IGUN	0.16491965866408537	26.0
cnn_lstm	3IGUP	0.17508601546306468	51.0
cnn_lstm	3IGUR	0.3590846427415231	26.0
cnn_lstm	3IGUS	0.322082038067696	52.0
cnn_lstm	3IGUT	0.5284023621156547	53.0
cnn_lstm	3IGUU	0.3197643082874807	52.0
cnn_lstm	3IGUX	-0.1887931355023384	26.0
cnn_lstm	3IGV0	0.18392671321725337	60.0
cnn_lstm	3IGV1	0.5570111036262588	47.0
cnn_lstm	3IGV3	0.6206746674527509	100.0
cnn_lstm	3IGV4	0.2228956585602656	53.0
cnn_lstm	3IGV5	0.5948474253359993	68.0
cnn_lstm	3IGV6	0.07823060389718677	51.0
cnn_lstm	3IGV7	-0.4327909244604906	51.0
cnn_lstm	3IGV8	0.03335298562312021	306.0
cnn_lstm	3IGV9	0.08642120460361329	26.0
cnn_lstm	3IGVA	-0.1721129799961405	26.0
cnn_lstm	3IGVB	0.12735376542113624	26.0
cnn_lstm	3IGVC	0.581361381663903	79.0
cnn_lstm	3IGVD	0.5704544139489388	53.0
cnn_lstm	3IGVF	0.11384615384615385	26.0
cnn_lstm	3IGVG	-0.12356940219269591	55.0
cnn_lstm	3IGVI	0.2229497917755621	64.0
cnn_lstm	3IGVJ	-0.1028329504023967	53.0
cnn_lstm	3IGVK	-0.12223288542290618	26.0
cnn_lstm	3IGVM	0.712290216235167	58.0
cnn_lstm	3IGVP	0.0915778551086826	27.0
cnn_lstm	3IGVQ	0.32901825306562016	52.0
cnn_lstm	3IGVR	0.1829998530599202	26.0
cnn_lstm	3IGVS	-0.39950185583038955	48.0
cnn_lstm	3IGVT	0.26586836074950526	26.0
cnn_lstm	3IGVV	-0.18984968019031695	52.0
cnn_lstm	3IGVW	-0.528243942266449	73.0
cnn_lstm	3IGVX	0.24082741326530238	55.0
cnn_lstm	3IGVY	-0.11480167749870553	27.0
cnn_lstm	3IGW0	0.36033418889323005	49.0
cnn_lstm	3IGW2	-0.37808534941118566	52.0
cnn_lstm	3IGW3	-0.19311989530031656	26.0
cnn_lstm	3IGW4	-0.2187225119548517	26.0
cnn_lstm	3IGW5	-0.2819439956454055	52.0
cnn_lstm	3IGW8	-0.41187332522072867	25.0
cnn_lstm	3IGW9	-0.09865418407195432	51.0
cnn_lstm	3IGWA	-0.5561848561920466	27.0
cnn_lstm	3IGWB	-0.3211354496968961	26.0
cnn_lstm	3IGWC	-0.0678359589360718	25.0
cnn_lstm	3IGWD	0.38965976747179676	26.0
cnn_lstm	3IGWE	-0.1680530170859747	22.0
cnn_lstm	3IGWF	-0.37465176314541576	26.0
cnn_lstm	3IGWG	0.06544474000676033	26.0
cnn_lstm	3IGWI	-0.012141014652286349	53.0
cnn_lstm	3IGWJ	-0.21426203308069375	26.0
cnn_lstm	3IGWM	0.3715997937888838	26.0
cnn_lstm	3IGWN	0.5598785014742729	41.0
cnn_lstm	3IGWP	-0.017012086678021583	24.0
cnn_lstm	3IGWR	0.0763437894863263	26.0
cnn_lstm	3IGWS	-0.3659423158493195	26.0
cnn_lstm	3IGWT	-0.0010258163938607634	26.0
cnn_lstm	3IGWU	-0.07473879018188147	24.0
cnn_lstm	3IGWV	-0.03898102296670901	26.0
cnn_lstm	3IGWW	0.5490666945651768	25.0
cnn_lstm	3IGWX	-0.029334919038588304	54.0
cnn_lstm	3IGWY	0.3181703672767591	36.0
cnn_lstm	3IGX0	0.502823679067998	48.0
cnn_lstm	3IGX1		31.0
cnn_lstm	3IGX2	-0.0003452598215525375	26.0
cnn_lstm	3IGX3	0.04827118528059196	26.0
cnn_lstm	3IGX4	0.26889259094184487	46.0
cnn_lstm	3IGX5	-0.3316806340149802	26.0
cnn_lstm	3IGX6	-0.19204639050225722	24.0
cnn_lstm	3IGX7	-0.029758854609744027	26.0
cnn_lstm	3IGX8	0.7065664034405845	53.0
cnn_lstm	3IGX9	-0.6138539786937508	38.0
cnn_lstm	3IGXA	-0.05033929682620133	46.0
cnn_lstm	3IGXB	-0.363465162217174	26.0
cnn_lstm	3IGXE	-0.2105148913980901	26.0
cnn_lstm	3IGXF	-0.30847943055540905	26.0
cnn_lstm	3IGXG	-0.03444811288535012	26.0
cnn_lstm	3IGXI	0.04739379750132138	51.0
cnn_lstm	3IGXJ	0.048986531214895525	33.0
cnn_lstm	3IGXM	-0.1576790096133691	52.0
cnn_lstm	3IGXN	0.12662566564297628	26.0
cnn_lstm	3IGXP	0.004489175361134027	26.0
cnn_lstm	3IGXQ	-0.1156927175975288	35.0
cnn_lstm	3IGXR	0.16107203589757782	54.0
cnn_lstm	3IGXS	-0.4267053963496253	51.0
cnn_lstm	3IGXT	-0.47935089637213435	52.0
cnn_lstm	3IGXU	-0.22141089343886775	52.0
cnn_lstm	3IGXV	0.1548356365855452	23.0
cnn_lstm	3IGXW	0.17397266150325458	28.0
cnn_lstm	3IGXX	-0.18634402822404844	26.0
cnn_lstm	3IGXY	0.06026688857813267	25.0
cnn_lstm	3IGXZ	0.39281293887537244	52.0
cnn_lstm	3IGY0	-0.31282051282051276	26.0
cnn_lstm	3IGY2	0.10652527894298498	26.0
cnn_lstm	3IGY3	0.2671413422482056	26.0
cnn_lstm	3IGY5	-0.0934461306959294	57.0
cnn_lstm	3IGY7	0.6490375663881837	26.0
cnn_lstm	3IGY8	-0.15687645580671103	26.0
cnn_lstm	3IGY9	0.3156006465552731	52.0
cnn_lstm	3IGYB	0.6141100661766702	66.0
cnn_lstm	3IGYC	-0.20072801576051555	26.0
cnn_lstm	3IGYD	-0.30423525668558904	27.0
cnn_lstm	3IGYE	0.29668588205435426	26.0
cnn_lstm	3IGYF	0.27520823024073715	52.0
cnn_lstm	3IGYG	0.7338978136301283	52.0
cnn_lstm	3IGYH	0.8103184586066349	47.0
cnn_lstm	3IGYI	-0.4149044113340353	105.0
cnn_lstm	3IGYJ	0.8043602207543412	45.0
cnn_lstm	3IGYK	-0.1511800623472834	52.0
cnn_lstm	3IGYN	0.3192195967759502	26.0
cnn_lstm	3IGYP	0.14290951226716717	59.0
cnn_lstm	3IGYS	0.6198714023270054	49.0
cnn_lstm	3IGYU	0.05881154684442696	53.0
cnn_lstm	3IGYW	-0.12431406024731481	52.0
cnn_lstm	3IGYX	-0.22279884050925713	26.0
cnn_lstm	3IGYY	-0.04407144953426938	31.0
cnn_lstm	3IGYZ	0.024717243850101336	53.0
cnn_lstm	3IGZ0	0.22584026600210144	26.0
cnn_lstm	3IGZ1	-0.053210200889382636	26.0
cnn_lstm	3IGZ2	0.20599595713516627	32.0
cnn_lstm	3IGZ3	-0.002927717703629926	76.0
cnn_lstm	3IGZ4	0.48863916323694523	98.0
cnn_lstm	3IGZ5	-0.31440308420239	26.0
cnn_lstm	3IGZ6	0.6069633292350937	65.0
cnn_lstm	3IGZ7	0.7670122130009862	62.0
cnn_lstm	3IGZ8	0.44614633372970114	35.0
cnn_lstm	3IGZB	0.14562311258048763	26.0
cnn_lstm	3IGZC	-0.023266723059518914	40.0
cnn_lstm	3IGZD	-0.1592903310057096	26.0
cnn_lstm	3IGZE	-0.10981930801577448	26.0
cnn_lstm	3IGZF	-0.057709893980396026	26.0
cnn_lstm	3IGZG	0.5618479386752737	26.0
cnn_lstm	3IGZH	0.4049340517391555	26.0
cnn_lstm	3IGZI	0.20047917287716066	107.0
cnn_lstm	3IGZJ	0.33785669207305047	26.0
cnn_lstm	3IGZK	-0.2397291919439213	26.0
cnn_lstm	3IGZM	0.614977322488772	51.0
cnn_lstm	3IGZN	0.1065449035841457	24.0
cnn_lstm	3IGZP	-0.36105582166550976	51.0
cnn_lstm	3IGZQ	0.7186673087294214	134.0
cnn_lstm	3IGZR	0.1365293958050519	41.0
cnn_lstm	3IGZS	0.3897173508224614	26.0
cnn_lstm	3IGZT	-0.16852585037703227	26.0
cnn_lstm	3IGZU	0.4118128996123242	114.0
cnn_lstm	3IGZV	0.1484774658044909	27.0
cnn_lstm	3IGZX	-0.5754858632051416	52.0
cnn_lstm	3IGZY	-0.18865830598782235	25.0
cnn_lstm	3IGZZ	-0.49045445269623655	26.0
cnn_lstm	3IH00	-0.046503676521687944	26.0
cnn_lstm	3IH01	0.7277725327880162	25.0
cnn_lstm	3IH02	-0.05166813567083098	26.0
cnn_lstm	3IH03	-0.39849736572510486	78.0
cnn_lstm	3IH05	-0.07952359695178922	26.0
cnn_lstm	3IH07	0.09555134993723861	52.0
cnn_lstm	3IH08	-0.26025861909264975	26.0
cnn_lstm	3IH09	0.06867016034994729	26.0
cnn_lstm	3IH0A	-0.5347726938389202	51.0
cnn_lstm	3IH0C	0.2593313826401507	28.0
cnn_lstm	3IH0D	0.45177371822755585	35.0
cnn_lstm	3IH0E	0.22485078580575052	26.0
cnn_lstm	3IH0F	0.7542983580514626	54.0
cnn_lstm	3IH0H	-0.3341532747513281	26.0
cnn_lstm	3IH0I	-0.318916331036248	72.0
cnn_lstm	3IH0J	0.13805744787283175	27.0
cnn_lstm	3IH0K	0.3156112005817943	60.0
cnn_lstm	3IH0M	-0.4161698674026999	52.0
cnn_lstm	3IH0N	0.12532489312838838	27.0
cnn_lstm	3IH0P	0.03951139345282484	217.0
cnn_lstm	3IH0Q	-0.03453581859331236	26.0
cnn_lstm	3IH0R		26.0
cnn_lstm	3IH0T	0.2876720819550838	52.0
cnn_lstm	3IH0U	-0.14958205103921393	30.0
cnn_lstm	3IH0V	-0.04577668234510944	27.0
cnn_lstm	3IH0W	0.726318713590353	58.0
cnn_lstm	3IH0X	0.23134886036949864	52.0
cnn_lstm	3IH0Y	0.2551130620208098	52.0
cnn_lstm	3IH0Z	0.0490008230788199	28.0
cnn_lstm	3IH10	-0.23113058391149946	26.0
cnn_lstm	3IH11	-0.15273867689544812	26.0
cnn_lstm	3IH12		26.0
cnn_lstm	3IH13	-0.11325777888594835	26.0
cnn_lstm	3IH14	-0.6435297774175338	49.0
cnn_lstm	3IH15	0.2779425695501173	29.0
cnn_lstm	3IH17	0.13643358038348152	26.0
cnn_lstm	3IH18	-0.4795222862981743	100.0
cnn_lstm	3IH19	-0.14298349044523206	27.0
cnn_lstm	3IH1B	0.7856111215681904	45.0
cnn_lstm	3IH1C	0.07773983999679962	26.0
cnn_lstm	3IH1D	-0.27630213523151986	26.0
cnn_lstm	3IH1E	-0.12540296240410984	52.0
cnn_lstm	3IH1F	-0.31777344467195373	68.0
cnn_lstm	3IH1G	-0.21272319293289435	26.0
cnn_lstm	3IH1H	0.258711579325408	185.0
cnn_lstm	3IH1I	0.20143710365371792	26.0
cnn_lstm	3IH1K	0.40279224626654003	48.0
cnn_lstm	3IH1M	-0.25911365505344747	26.0
cnn_lstm	3IH1N	-0.32807371703434746	26.0
cnn_lstm	3IH1P	0.46452443279146016	52.0
cnn_lstm	3IH1Q	-0.14923851202549948	26.0
cnn_lstm	3IH1R	-0.13244210156964056	26.0
cnn_lstm	3IH1S	-0.011330635820941841	27.0
cnn_lstm	3IH1T	0.3969673194686807	51.0
cnn_lstm	3IH1V	-0.3896682403770645	26.0
cnn_lstm	3IH1W	0.25452530386087463	51.0
cnn_lstm	3IH1X	-0.14013132001604162	152.0
cnn_lstm	3IH1Y	0.018018019908487268	27.0
cnn_lstm	3IH20	0.1187136781482365	26.0
cnn_lstm	3IH21	-0.28170480595639	26.0
cnn_lstm	3IH22	0.21099540780989953	26.0
cnn_lstm	3IH25	0.1257645355223131	51.0
cnn_lstm	3IH26	-0.5087236629063987	26.0
cnn_lstm	3IH28	0.2351617717799413	49.0
cnn_lstm	3IH29	0.25355013554103406	26.0
cnn_lstm	3IH2C	0.630412260585369	41.0
cnn_lstm	3IH2D	0.2861496527430188	56.0
cnn_lstm	3IH2E	0.28733003295464216	62.0
cnn_lstm	3IH2F	-0.20180751523011606	52.0
cnn_lstm	3IH2H	-0.03480677337946621	26.0
cnn_lstm	3IH2I	-0.04796987318838143	23.0
cnn_lstm	3IH2J	0.6982719048748622	53.0
cnn_lstm	3IH2K	0.11909323543693112	26.0
cnn_lstm	3IH2M	-0.3065344542386741	26.0
cnn_lstm	3IH2N	-0.32504114542142776	26.0
cnn_lstm	3IH2P	0.18987949186105607	27.0
cnn_lstm	3IH2Q	-0.08828061399404423	26.0
cnn_lstm	3IH2R	0.08015289534490287	26.0
cnn_lstm	3IH2S	-0.11694992203345524	375.0
cnn_lstm	3IH2T	0.3697237671743459	52.0
cnn_lstm	3IH2U	-0.10505517501071873	159.0
cnn_lstm	3IH2V	0.17672945177863614	26.0
cnn_lstm	3IH2Y	0.0017146530393107927	23.0
cnn_lstm	3IH2Z	0.1109020135235363	26.0
cnn_lstm	3IH30	-0.05641990166234199	26.0
cnn_lstm	3IH31	0.10041792184443807	40.0
cnn_lstm	3IH33	0.14227162484664949	54.0
cnn_lstm	3IH34	-0.203177598333632	27.0
cnn_lstm	3IH35	0.8261654773163438	126.0
cnn_lstm	3IH37	0.2172429699634216	36.0
cnn_lstm	3IH38	-0.3261496993308845	26.0
cnn_lstm	3IH39	-0.16686613340135084	26.0
cnn_lstm	3IH3A	-0.1259846213292045	51.0
cnn_lstm	3IH3B	-0.6630984047495746	28.0
cnn_lstm	3IH3C	-0.3246725979818355	23.0
cnn_lstm	3IH3D	0.13260703461842466	24.0
cnn_lstm	3IH3E	0.5415030413402298	26.0
cnn_lstm	3IH3F	-0.669578215171304	51.0
cnn_lstm	3IH3G	0.05143675469681544	65.0
cnn_lstm	3IH3H	0.007514713309611191	51.0
cnn_lstm	3IH3I	-0.4471969763284514	26.0
cnn_lstm	3IH3J	-0.10946353959139785	27.0
cnn_lstm	3IH3K	-0.312927514880362	26.0
cnn_lstm	3IH3M	0.4300665429680102	32.0
cnn_lstm	3IH3N	0.645876732424926	51.0
cnn_lstm	3IH3P	0.33097768145043227	37.0
cnn_lstm	3IH3R	-0.1953873672976328	24.0
cnn_lstm	3IH3S	-0.14984608365685181	26.0
cnn_lstm	3IH3T	0.1553281511520394	27.0
cnn_lstm	3IH3U	0.6943390926868083	42.0
cnn_lstm	3IH3W	-0.4527805955872332	46.0
cnn_lstm	3IH3X	0.16442539647836876	28.0
cnn_lstm	3IH40		25.0
cnn_lstm	3IH43	0.5062575184585969	51.0
cnn_lstm	3IH44	-0.04027978140302508	51.0
cnn_lstm	3IH46	0.6975009041725726	46.0
cnn_lstm	3IH47	0.07623927199372893	26.0
cnn_lstm	3IH4A	-0.2776620625080859	25.0
cnn_lstm	3IH4B	0.03558049422979522	26.0
cnn_lstm	3IH4C	-0.26497799579558995	26.0
cnn_lstm	3IH4F	-0.2750475851807619	26.0
cnn_lstm	3IH4G	0.13191685887201712	34.0
cnn_lstm	3IH4H	-0.5832410553687657	52.0
cnn_lstm	3IH4K	-0.34294334414304345	27.0
cnn_lstm	3IH4M	0.8283360442218465	52.0
cnn_lstm	3IH4N	-0.5586558938016252	52.0
cnn_lstm	3IH4P	0.7486981722340406	47.0
cnn_lstm	3IH4Q	-0.3969966521890089	25.0
cnn_lstm	3IH4R	-0.017554669175502143	27.0
cnn_lstm	3IH4T	0.41652674914283155	29.0
cnn_lstm	3IH4U	0.15426716585051217	26.0
cnn_lstm	3IH4V	0.2740335913450646	26.0
cnn_lstm	3IH4W	-0.054678511646222	25.0
cnn_lstm	3IH4Y		50.0
cnn_lstm	3IH4Z	0.36145434949257105	26.0
cnn_lstm	3IH50	0.025938167016120253	51.0
cnn_lstm	3IH51	0.6514418327610147	45.0
cnn_lstm	3IH52	-0.087611271363789	26.0
cnn_lstm	3IH53	0.15282935781630422	25.0
cnn_lstm	3IH54	0.08015289534490287	26.0
cnn_lstm	3IH55	0.37370056011868635	27.0
cnn_lstm	3IH57	0.5641128138148961	25.0
cnn_lstm	3IH59	-0.019726729938575976	52.0
cnn_lstm	3IH5A	0.1704496646985874	51.0
cnn_lstm	3IH5B	-0.18184004020180186	50.0
cnn_lstm	3IH5D	0.09522088181783048	60.0
cnn_lstm	3IH5F	0.23416156230403526	75.0
cnn_lstm	3IH5G	0.19895896886769376	53.0
cnn_lstm	3IH5H	0.057240977484085874	26.0
cnn_lstm	3IH5I	0.23809175320902295	26.0
cnn_lstm	3IH5J	0.30566511752011705	26.0
cnn_lstm	3IH5K	0.3167064652490701	36.0
cnn_lstm	3IH5M	0.06838578824674749	26.0
cnn_lstm	3IH5N	0.20398742400332806	51.0
cnn_lstm	3IH5Q	-0.2302970013543744	48.0
cnn_lstm	3IH5R	0.23957626135602592	26.0
cnn_lstm	3IH5S	0.37875032218850185	48.0
cnn_lstm	3IH5U	0.5728471988017316	53.0
cnn_lstm	3IH5V	0.1788391253774681	63.0
cnn_lstm	3IH5W	0.1669936493934136	57.0
cnn_lstm	3IH5X	-0.2258501873765268	25.0
cnn_lstm	3IH5Y	-0.0872242290285601	26.0
cnn_lstm	3IH5Z	0.6029474882072028	26.0
cnn_lstm	3IH60	-0.1583076351453272	53.0
cnn_lstm	3IH62	0.3011827061502046	52.0
cnn_lstm	3IH63	0.28175308855267506	26.0
cnn_lstm	3IH64	0.1018466010195651	53.0
cnn_lstm	3IH65	0.21478021624588853	26.0
cnn_lstm	3IH67	0.16317816584632228	54.0
cnn_lstm	3IH68	-0.4210326386107088	25.0
cnn_lstm	3IH6A	0.1568506719683817	24.0
cnn_lstm	3IH6B	0.03832336731524401	26.0
cnn_lstm	3IH6D	-0.24158697436535576	76.0
cnn_lstm	3IH6G	0.8798690005206125	126.0
cnn_lstm	3IH6H	-0.31533090063797453	52.0
cnn_lstm	3IH6I	0.10060637703798889	52.0
cnn_lstm	3IH6J	0.4796325662193755	48.0
cnn_lstm	3IH6K	0.19339394333579635	26.0
cnn_lstm	3IH6M	0.38672863606802454	173.0
cnn_lstm	3IH6N	0.09713478791368958	26.0
cnn_lstm	3IH6P	-0.09692684025399928	27.0
cnn_lstm	3IH6Q	0.3015059768417895	26.0
cnn_lstm	3IH6S	0.17599488652633563	25.0
cnn_lstm	3IH6T	0.3156769995563735	27.0
cnn_lstm	3IH6U	0.42731189732639363	54.0
cnn_lstm	3IH6V	-0.2968814730366093	26.0
cnn_lstm	3IH6W	-0.4674937307082605	51.0
cnn_lstm	3IH6X	-0.4418423123568578	47.0
cnn_lstm	3IH6Y	0.09652057331494418	26.0
cnn_lstm	3IH70	0.5716197413016794	30.0
cnn_lstm	3IH71	-0.023275850109854907	60.0
cnn_lstm	3IH72	-0.28380513861361073	52.0
cnn_lstm	3IH73	-0.23364215168029107	26.0
cnn_lstm	3IH74	0.42168265119943865	26.0
cnn_lstm	3IH75	-0.0006120908239319604	27.0
cnn_lstm	3IH76	0.15762519710447848	26.0
cnn_lstm	3IH77	0.4214242209540092	52.0
cnn_lstm	3IH78	-0.13269494620063438	26.0
cnn_lstm	3IH79	-0.15479784222287635	26.0
cnn_lstm	3IH7B	0.0739382967249477	27.0
cnn_lstm	3IH7E	-0.233095269623063	26.0
cnn_lstm	3IH7F	0.2394328559093745	26.0
cnn_lstm	3IH7G	0.22887783902699893	316.0
cnn_lstm	3IH7H	-0.015787457587993676	25.0
cnn_lstm	3IH7I	-0.4132028463161341	43.0
cnn_lstm	3IH7J	-0.03796169852647015	26.0
cnn_lstm	3IH7N	0.8227001189300859	70.0
cnn_lstm	3IH7P	-0.4240585101681418	49.0
cnn_lstm	3IH7Q	-0.4609069265503007	26.0
cnn_lstm	3IH7R	0.0452184730125978	27.0
cnn_lstm	3IH7S	-0.43845792956649604	52.0
cnn_lstm	3IH7T	0.15393498812581866	25.0
cnn_lstm	3IH7U		26.0
cnn_lstm	3IH7V	-0.04195713258711467	51.0
cnn_lstm	3IH7W	0.2109923958666184	25.0
cnn_lstm	3IH7X	-0.286104652720007	52.0
cnn_lstm	3IH7Y	0.4126495063971515	42.0
cnn_lstm	3IH81	-0.7249534424376372	49.0
cnn_lstm	3IH82	-0.15879576605798862	49.0
cnn_lstm	3IH83	-0.08612462779669336	51.0
cnn_lstm	3IH84	0.19161683657622003	26.0
cnn_lstm	3IH86	0.3018999257029599	26.0
cnn_lstm	3IH87	-0.022575682807392024	26.0
cnn_lstm	3IH89	0.011443618586655038	39.0
cnn_lstm	3IH8A	0.10688804865397697	27.0
cnn_lstm	3IH8B	-0.6714201096068811	27.0
cnn_lstm	3IH8C	0.08030256253769592	26.0
cnn_lstm	3IH8E	0.2930700359281723	26.0
cnn_lstm	3IH8F	-0.2123616099793563	50.0
cnn_lstm	3IH8G	0.12591752793822525	52.0
cnn_lstm	3IH8H	0.4518496551026532	26.0
cnn_lstm	3IH8I	0.3340752012313933	26.0
cnn_lstm	3IH8K	0.22018084395104548	52.0
cnn_lstm	3IH8M	-0.13374381784379213	26.0
cnn_lstm	3IH8R	-0.11181880303547985	43.0
cnn_lstm	3IH8S	0.08859245222900809	26.0
cnn_lstm	3IH8U	0.5496786426619551	51.0
cnn_lstm	3IH8V	0.8469416891782465	62.0
cnn_lstm	3IH8W	-0.12656064604144013	26.0
cnn_lstm	3IH8X	-0.5177460699588451	26.0
cnn_lstm	3IH8Y	0.568025980318368	58.0
cnn_lstm	3IH8Z	0.16680968117438486	26.0
cnn_lstm	3IH90	-0.18332911454824619	27.0
cnn_lstm	3IH91	-0.557070633012829	25.0
cnn_lstm	3IH92	0.3122896820567285	31.0
cnn_lstm	3IH93	0.39746577921525506	51.0
cnn_lstm	3IH94	-0.4257866186077057	26.0
cnn_lstm	3IH96	0.14788224294433963	26.0
cnn_lstm	3IH97	-0.6970620722477072	52.0
cnn_lstm	3IH99	0.6615961638089075	34.0
cnn_lstm	3IH9B	0.4009607150568418	26.0
cnn_lstm	3IH9D	-0.10650240460057954	28.0
cnn_lstm	3IH9E	0.14168398009254043	23.0
cnn_lstm	3IH9F	0.26530799463759674	52.0
cnn_lstm	3IH9G	0.32033579694336933	42.0
cnn_lstm	3IH9H	-0.37300973880678673	26.0
cnn_lstm	3IH9I	0.08912785135781225	26.0
cnn_lstm	3IH9J	-0.2836210509867908	25.0
cnn_lstm	3IH9K	0.12685929404078106	26.0
cnn_lstm	3IH9M	0.2227410246855606	145.0
cnn_lstm	3IH9N	0.1768413381937719	70.0
cnn_lstm	3IH9P	0.043185357014590975	58.0
cnn_lstm	3IH9Q	-0.01745380796700484	26.0
cnn_lstm	3IH9R	0.38031110307463817	26.0
cnn_lstm	3IH9S	-0.1971469731104803	48.0
cnn_lstm	3IH9T	0.49777637379159684	26.0
cnn_lstm	3IH9U	-0.06366597072647455	26.0
cnn_lstm	3IH9V	0.10780293156091224	26.0
cnn_lstm	3IH9W	0.3427301379827935	23.0
cnn_lstm	3IH9X	0.24713112423256092	105.0
cnn_lstm	3IH9Y	0.23036120020786743	26.0
cnn_lstm	3IH9Z	0.1831979572619417	224.0
