model	context	roc_auc
pcv1	8192	0.643731893210324
pcv2-l24-d0768	8192	0.6318853154825841
pcv2-l48-d1024	8192	0.6647482364502184
pcv2-l48-d1536	8192	0.6702748671575348
evo2	8192	0.5335020208395329
gpn	8192	0.5509730649674425
